title,genre,producer,country,year,rating_url
Дни улиц,Драма (жанр),"Когуашвили, Леван",Грузия,2010,https://www.imdb.com/title/tt1543701/
Договор на беременность,Драма (жанр),,США,2010,https://www.imdb.com/title/tt1528227/
Дневник слабака,Кинокомедия,Тор Фреденталь (страница отсутствует),Соединённые Штаты Америки,2010,https://www.imdb.com/title/tt1196141/
Дилан Дог: Хроники вампиров,Мистический фильм,Кевин Манро,Соединённые Штаты Америки,2010,https://www.imdb.com/title/tt1013860/
"Дикая штучка (фильм, 2010)",Кинокомедия,"Линн, Джонатан",Великобритания,2010,https://www.imdb.com/title/tt1235189/
Дикость 4: Оргия,Детективный фильм,,Соединённые Штаты Америки,2010,https://www.imdb.com/title/tt1523372/
Джэни Джонс,Драма (жанр),,Соединённые Штаты Америки,2010,https://www.imdb.com/title/tt1509130/
Джона Хекс (фильм),Боевик (киножанр),"Хейярд, Джимми",Соединённые Штаты Америки,2010,https://www.imdb.com/title/tt1075747/
"Детям до 16 (фильм, 2010)",Мелодрама,"Кавун, Андрей Олегович",Россия,2010,https://www.imdb.com/title/tt1718766/
Джинны (фильм),Мистический фильм,"Мартин, Хью (страница отсутствует)",Флаг Франции,2010,https://www.imdb.com/title/tt1372689/
"Дети революции (фильм, 2010)",Документальный фильм,Шэйн О’Салливан (страница отсутствует),Ирландия,2010,https://www.imdb.com/title/tt1980056/
Дети Бога (фильм),Драма (жанр),,Багамские Острова,2010,https://www.imdb.com/title/tt1490602/
Детектив Ди и тайна Призрачного Пламени,Боевик (киножанр),Цуй Харк,Китай,2010,https://www.imdb.com/title/tt1123373/
"Дерево (фильм, 2010)",Драма (жанр),"Бертуччелли, Жюли",Франция,2010,https://www.imdb.com/title/tt1496005/
"Деревня (фильм, 2010)",Драма (жанр),"Зигль, Роберт (страница отсутствует)",Германия,2010,https://www.imdb.com/title/tt1583265/
"День матери (фильм, 2010)",Фильм ужасов,Даррен Линн Боусман,Соединённые Штаты Америки,2010,https://www.imdb.com/title/tt1434435/
Детки в порядке (фильм),Трагикомедия,"Холоденко, Лиза",,2010,https://www.imdb.com/title/tt0842926/
Дело в кепке,Памфлет,,Россия,2010,
"Демон (фильм, 2010)",Боевик (киножанр),Мани Ратнам,Индия,2010,https://www.imdb.com/title/tt1664806/
Дежурная аптека (фильм),Комедия,Мануэль Эстудильо (страница отсутствует),Испания,2010,https://www.imdb.com/title/tt1594507/
"Джеки (фильм, 2010)",Боевик (киножанр),,Индия,2010,https://www.imdb.com/title/tt1757772/
"День святого Валентина (фильм, 2010)",Кинокомедия,"Маршалл, Гарри",Соединённые Штаты Америки,2010,https://www.imdb.com/title/tt0817230/
Девки с мачете на свободе!,Документальное кино,,Австралия,,https://www.imdb.com/title/tt1623757/
Девять (фильм),Мелодрама,Роб Маршалл,Кинематограф США,,https://www.imdb.com/title/tt0875034/
"Двенадцать (фильм, 2010)",Драма (жанр),Джоэл Шумахер,Соединённые Штаты Америки,2010,https://www.imdb.com/title/tt1407084/
"Двое (фильм, 2010)",Драма (жанр),"Матешко, Анатолий Николаевич",Россия,2010,https://www.imdb.com/title/tt3497398/
Двойная жизнь Чарли Сан-Клауда,Драма (жанр),Бёрр Стирс (страница отсутствует),Соединённые Штаты Америки,2010,https://www.imdb.com/title/tt1438254/
Двойной КОПец,Кинокомедия,"Смит, Кевин",Соединённые Штаты Америки,2010,https://www.imdb.com/title/tt1385867/
Гринберг (фильм),Драматический фильм,"Баумбах, Ной",Соединённые Штаты Америки,2010,https://www.imdb.com/title/tt1234654/
"Грабитель (фильм, 2010)",Драма (жанр),Беньямин Гейзенберг (страница отсутствует),Германия,2010,https://www.imdb.com/title/tt1339161/
Громозека (фильм),Драма (жанр),"Котт, Владимир Константинович",Россия,,https://www.imdb.com/title/tt1273803/
Гости моего отца,Кинокомедия,Anne Le Ny (страница отсутствует),Франция,2010,https://www.imdb.com/title/tt1583303/
Горький пир,Фильм ужасов,,Соединённые Штаты Америки,2010,https://www.imdb.com/title/tt1477835/
Горящие пальмы,Кинокомедия,"Лэндон, Кристофер Бо",Кинематограф США,2010,https://www.imdb.com/title/tt1283887/
Далеко по соседству (фильм),Драма (жанр),Сэм Гарбарски (страница отсутствует),Франция,2010,https://www.imdb.com/title/tt1266037/
Городок Семетри,История взросления,,,,https://www.imdb.com/title/tt1196204/
Игра по чужим правилам,Драма (жанр),"Гартнер, Джеймс (страница отсутствует)",Соединённые Штаты Америки,2006,https://www.imdb.com/title/tt0385726/
Зомби по имени Фидо,Зомби-комедия,Карри Эндрю (страница отсутствует),,,https://www.imdb.com/title/tt0457572/
Игра в убийство,Фильм ужасов,Роберт Харари (страница отсутствует),Соединённые Штаты Америки,2006,https://www.imdb.com/title/tt0877355/
